Pond #,Pond Name,Town,Quad,Park,Ownership,Wilderness Area,County, Watershed, LTM, Primitive Area, Wild Forest Area,Latitude,Longitude,Watershed Area (ha), Volume(m3),WA/SA ratio,Max Depth (m),NYTMN,NYTME,Runoff (cm),Littoral Area (ha),%Shore Slope >5deg,Mean Depth (m),Elevation (m), Surface Area (ha),Flushing Rate(times/yr),Shoreline Length (km),Date,ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF
030006A,CHATEAUGAY NARROWS ,Bellmont ,Brainardsville ,Y ,Mixed ,None ,Franklin,St. Lawrence - Canada,N,None,None,444824,740025,23502.4,1146411,320.2,4.3,49599,5799,51,66.1,10,1.6,399,73.4,104.2,11.6,10/29/1984,,1,2,,,,,81,,1,99,,,29,143,,127,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
30007,BRADLEY POND ,Dannemora ,Ellenburg Center ,Y ,Private ,None ,Clinton,St. Lawrence - Canada,N,None,None,444512,735337,1655.6,832004,37.5,3.4,49540,5814,51,43.3,90,1.9,501,44.2,10.1,2.9,5/8/1985,4,7,,,,,,95,,3,106,,,30,7,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,UNNAMED POND ,Saranac ,Lyon Mtn. ,Y ,Private ,None ,Clinton,St. Lawrence - Canada,N,None,None,444130,735732,1996.6,2842,3993.2,2.1,49490,5825,51,0.5,5,0.6,489,0.5,0,0.3,5/8/1986,15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,NORTH TWIN POND ,Bellmont ,Lyon Mtn. ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444031,735745,103.9,129018,10.7,2.1,49472,5820,51,9.7,99,1.3,532,9.7,4.1,1.2,5/13/1985,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,SOUTH TWIN POND ,Bellmont ,Lyon Mtn. ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444017,735800,56.5,53976,10.7,1.5,49467,5820,51,5.3,90,1,532,5.3,5.3,1,5/13/1985,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,MOUNTAIN POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444323,740227,163.4,32451,45.4,1.2,49522,5760,51,3.6,95,0.9,594,3.6,25.7,1.7,10/15/1986,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030014A,PETER POND ,Bellmont ,Chasm Falls ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444552,741129,264.4,28947,58.8,2.4,49568,5641,51,4.5,50,0.6,393,4.5,46.6,1.1,5/6/1986,1,,,,,,,,,1,57,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028,LAKE TITUS ,Malone ,Lake Titus ,N ,Mixed ,None ,Franklin,St. Lawrence - Canada,N,None,None,444427,741711,1679.8,8637690,9.6,9.1,49498,5523,64,45.4,1,5,426,174.1,1.2,7.8,10/17/1985,,11,,1,,,,5,9,2,160,,3,7,7,75,217,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
30031,OWLSHEAD POND ,Bellmont ,Chasm Falls ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444500,741117,2.2,4530,5.5,2.4,49553,5643,64,0.4,90,1.1,423,0.4,3.1,0.2,5/6/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30032,CHILDS POND ,Bellmont ,Owls Head ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444456,741109,29.7,5461,42.4,1.8,49552,5645,64,0.7,5,0.8,442,0.7,34.8,0.4,9/11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30033,FISHPOLE POND ,Bellmont ,Owls Head ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444418,741054,44.8,10261,29.9,1.5,49539,5647,64,1.5,80,0.7,450,1.5,27.9,0.6,9/10/1985,14,,,,,,,,,,18,52,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,DEBAR POND ,Duane ,Owls Head ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443748,741200,747.1,1590021,21.5,9.1,49412,5638,64,12.4,60,4.6,477,34.8,3,3,5/30/1984,27,,,,,,,,,29,132,43,,55,,,,,,,,5,,,,,,,,5,,1,,,,,,,,,,,33,,,,,,,,,,,,
30040,DUCK POND ,Franklin ,Debar Mtn. ,Y ,Mixed ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443551,740817,230.3,301367,9.8,3.7,49385,5680,64,22.8,95,1.3,500,23.5,4.9,3,5/23/1984,,,,,,,,9,,,19,,,89,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030040A,RAZORBACK POND ,Franklin ,Debar Mtn. ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443605,740738,8.9,25579,8.9,4,49388,5692,64,0.6,75,2.6,504,1,2.2,0.4,5/5/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30041,GRASS POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443449,740657,13.4,25377,2.9,1.5,49366,5700,64,4.6,80,0.6,509,4.6,3.4,1.9,5/5/1986,10,,,,,,,4,4,9,68,170,,25,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
030043A,SKIFF POND ,Duane ,Debar Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443430,741128,531.1,57068,147.5,4.3,49356,5643,64,3.5,40,1.6,506,3.6,59.6,1.4,10/22/1984,13,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,
30045,MIDDLE NOTCH POND ,Duane ,Debar Mtn. ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443323,741041,127.7,14440,79.8,2.1,49336,5653,64,1.6,30,0.9,726,1.6,56.6,0.9,9/19/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30046,UPPER NOTCH POND ,Duane ,Debar Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443314,741037,45.9,9773,38.2,1.5,49336,5653,64,1.2,50,0.8,726,1.2,30.1,0.5,9/19/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30049,INGRAHAM POND ,Bellmont ,Brainardsville ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444610,740640,522.9,1933109,9.8,4.9,49569,5703,51,14.5,5,3.6,501,53.5,1.4,4,5/5/1986,22,,,6,,,,,,6,112,3,64,20,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,6,,,,,,,,,,,
30050,MOUNTAIN VIEW LAKE ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444219,740812,11473.5,542542,118.2,2.7,49492,5694,64,97.1,10,0.6,453,97.1,135.4,13.4,9/23/1986,,28,,,,,,18,1,1,125,,,171,77,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30051,INDIAN LAKE ,Bellmont ,Owls Head ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444243,740745,734.7,3769281,5.4,4.9,49515,5685,64,74,50,2.8,453,134.9,1.2,5.3,9/24/1986,8,,,,,,,2,,,141,,,27,30,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30053,DEERFLY POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444127,740630,102.5,3434,256.2,2.1,49488,5707,64,0.4,0,0.9,459,0.4,191,0.3,9/24/1986,,,,,,,,,,50,23,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,CHARLIE POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444111,740641,12.8,149301,3.3,8.5,49481,5706,64,1.8,0,3.8,454,3.9,0.5,0.9,5/14/1985,5,,,,,,,96,57,15,27,26,115,19,29,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30057,SOUTH DUCK POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444056,740604,6.1,25049,6.8,8.8,49478,5712,64,0.6,99,2.8,462,0.9,1.6,0.4,9/25/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30058,RAGGED LAKE ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444227,740401,3108.7,3890189,28.2,15.2,49518,5737,51,68.3,15,3.5,528,110.1,4.1,9.1,9/9/1985,,1,,,,,,54,7,5,84,,,672,54,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030058B,LOWER LILYPAD POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444440,740356,979.7,34377,166.1,1.5,49554,5738,51,5.9,85,0.6,532,5.9,145.4,1.8,5/8/1986,9,,,,,,,41,9,1,95,16,,13,,,1,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,
30059,FIGURE 8 POND ,Bellmont ,Brainardsville ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444622,740400,364.9,130708,24.5,4.6,49581,5736,51,14.3,10,0.9,539,14.9,14.2,2.7,5/7/1986,15,,,,,,,95,,1,100,,,21,2,,84,,,,,,,,,,,,,,,9,,,,,,,,,,,,1,,,,,,,,,,,
30061,GRASS POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444049,740558,8.2,20759,3.2,3,49476,5713,64,2.6,30,0.8,456,2.6,2.5,1,5/14/1985,,,,,,,,15,,17,,282,1,1,,,,,,,,,,,,,,,,,,3,,,,,,34,,,,,,,,,,,,,,,,,
30062,PLUMADORE POND ,Bellmont ,Ragged Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443907,740544,301,487930,6.9,2.7,49439,5713,64,43.8,30,1.1,520,43.8,3.9,3,9/22/1986,36,,,,,,,2,,7,55,,84,311,20,,,,,,,,,,,,,,,,,2,,,,,,60,,,,,,,,,,,,,,,,,
30063,ELM POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443553,740518,27.7,16879,11.5,1.8,49385,5723,64,2.4,75,0.7,521,2.4,10.5,0.6,5/8/1986,,,,,,,,,,,,2,,81,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
30066,NORTH ELBOW POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443610,740417,1058,31337,406.9,1.5,49389,5737,64,2.6,65,1.2,480,2.6,216.1,1,5/21/1985,22,,,,,,,,,43,,55,,,,,,,,,,,,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
30067,SOUTH ELBOW POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443601,740432,955.1,20187,502.7,1.2,49386,5735,64,1.9,30,1.1,479,1.9,302.8,0.7,5/21/1985,32,,,,,,,2,,117,1,39,,1,,,,,,,,,,,,,,,,,,4,,,,,,120,,,,,,,,,,,,,,,,,
30068,CATAMOUNT POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443451,740435,206.5,220033,43,10.4,49368,5734,64,1.4,5,4.6,503,4.8,6,1.2,5/5/1986,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30069,FAIRLADY POND ,Dickinson ,St. Regis Falls ,N ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444225,743144,1583.9,111471,198,3.7,49499,5373,51,7.5,15,1.4,311,8,72.5,1.9,9/24/1985,10,2,,,,,,,,10,47,,,31,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073,DEER RIVER FLOW ,Duane ,Lake Titus ,Y ,Mixed ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443928,741913,7166.4,1773001,44.9,3.7,49439,5557,64,157.6,15,1.1,444,159.5,25.9,15.1,5/5/1986,,,,,22,,,9,,,22,,,193,33,33,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30074,GOURDSHELL POND ,Duane ,Lake Titus ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,Debar Mtn,443909,741629,20.8,17744,8.7,1.5,49442,5569,64,2.4,70,0.7,449,2.4,7.5,0.6,5/6/1986,,,,,11,,,4,,,,,,25,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30076,SPRING POND ,Duane ,Lake Titus ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443902,741645,16.4,17787,11.7,2.1,49441,5572,64,1.4,40,1.3,449,1.4,5.9,0.5,10/16/1985,,,,,2,,,9,,,25,,,19,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30078,HORSESHOE POND ,Duane ,Lake Titus ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443937,741723,1736.2,179577,81.9,3,49461,5563,64,21.2,45,0.8,444,21.2,61.9,4.3,9/10/1985,,,,,17,,,3,1,,37,,,134,26,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30079,DIAMOND POND ,Duane ,Lake Titus ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444040,741806,22.3,307721,4.7,16.2,49473,5552,64,1.5,5,6.5,456,4.7,0.5,0.9,9/26/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30080,LAKE DUANE ,Duane ,Lake Titus ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444112,741857,495.1,611449,27.1,7.9,49487,5542,64,8.1,5,3.3,445,18.3,5.2,3,9/18/1985,,,,,,,,8,,,34,,,16,9,,7,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30083,EAGLE POND ,Duane ,Lake Titus ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,444006,741645,131.7,69077,8,1.5,49461,5576,64,16.4,20,0.4,445,16.4,12.2,2.1,9/17/1985,,,,,4,,,2,1,,8,,2,29,9,19,10,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30085,BUCK POND ,Duane ,Meacham Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443544,741647,54.6,46955,16.5,2.1,49379,5572,64,3.3,1,1.4,466,3.3,7.4,0.8,5/6/1986,13,,,,,,,,,,45,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086,MOUNTAIN POND ,Duane ,Meacham Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443613,741602,30.8,17731,14.7,1.2,49387,5582,64,2.1,45,0.8,488,2.1,11.1,1,5/8/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,
30087,MOUNTAIN POND ,Duane ,Meacham Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443612,741603,50.9,16030,28.3,1.2,49385,5581,64,1.8,25,0.9,488,1.8,20.3,0.6,5/8/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30088,LAKE FLORENCE ,Duane ,Meacham Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443650,741547,1678.1,117337,215.1,4,49403,5583,64,7.3,5,1.5,451,7.8,91.5,1.8,10/22/1985,1,,,,,,,,,,187,,,22,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30091,CLEAR POND ,Parishville ,Rainbow Falls ,Y ,Mixed ,None ,St. Lawrence,St. Lawrence - Canada,N,None,Clear Pond,443330,744621,51.7,459139,3.6,7,49335,5180,51,6.9,25,3.2,396,14.4,0.6,2,6/23/1986,,,,,,,,883,,3,91,43,16,14,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30092,MUD POND ,Hopkinton ,Sylvan Falls ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443513,743840,396.3,61519,62.9,2.7,49367,5282,51,6.3,60,1,421,6.3,32.9,1.1,6/25/1986,,,,,,,,,,66,34,2,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030092A,FENNER MEADOW POND ,Hopkinton ,Sylvan Falls ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443515,744134,176,7869,110,0.6,49372,5245,64,1.6,80,0.5,393,1.6,143.2,0.8,9/29/1986,1,,,,,,,,,10,16,,,60,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,
30096,TRAIN POND ,Hopkinton ,Lake 0zonia ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443142,743452,169.5,110654,12,1.2,49303,5336,64,14.1,70,0.8,539,14.1,9.8,1.7,6/24/1986,12,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30097,WELLER POND ,Hopkinton ,Lake 0zonia ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443157,743606,219.6,299072,10.7,3,49302,5319,64,20.5,5,1.5,454,20.5,4.7,3.7,6/23/1986,93,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,EGG POND ,Hopkinton ,Sylvan Falls ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443046,744145,29,23456,12.6,2.4,49286,5243,64,2.3,40,1,408,2.3,7.9,0.6,9/18/1985,,,,,,,,,,,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101,UPPER TWIN POND ,Hopkinton ,Sylvan Falls ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443115,744139,35.5,335982,5.9,13.4,49295,5239,64,1.6,10,5.6,404,6,0.7,1.3,6/25/1986,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102,LOWER TWIN POND ,Hopkinton ,Sylvan Falls ,Y ,Private ,None ,St. Lawrence,St. Lawrence - Canada,N,None,None,443110,744201,62.8,49331,15.3,2.1,49294,5244,64,4.1,50,1.2,404,4.1,8.1,0.9,6/25/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
030103A,ARQUETT POND,Hopkinton,Lake 0zonia,Y,Private,None,St. Lawrence,St. Lawrence - Canada,N,None,None,443043,743621,284.3,235542,43.7,11.9,49285,5315,64,3.4,15,3.6,437,6.5,7.7,1,9/18/1985,25,,,2,,,,7,8,30,65,,,92,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30112,MUD POND ,Waverly ,Lake 0zonia ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443045,743210,104.8,5800,131,1.2,49286,5369,64,0.8,60,0.7,478,0.8,115.7,0.6,10/2/1986,3,,,,,,,,18,,14,,,14,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
30113,UNNAMED POND ,Waverly ,Lake 0zonia ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,443054,743100,134.2,2416,268.4,0.6,49289,5384,64,0.5,99,0.5,474,0.5,355.5,0.3,10/2/1986,1,,,,,,,20,5,37,2,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,
030126A,BLUE POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,442154,742854,43.3,352304,6.3,9.4,49122,5411,64,2.2,10,5.1,476,6.9,0.8,1.1,10/8/1985,2,,,,,,,6,12,24,73,,,15,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30127,RIVER POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,442035,742840,98,146888,12,3.7,49096,5416,64,7.5,1,1.8,493,8.2,4.3,1.3,6/18/1986,5,,,,,,,540,2,56,42,39,,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30128,DRY CHANNEL POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,442054,742652,209.7,715649,7.7,4,49109,5449,64,10.7,20,2.6,496,27.4,1.9,4.6,5/14/1985,1,,,,,,,11,3,2,95,,,271,12,,205,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
030128A,OTTER POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,442128,742552,27,386936,5.4,16.2,49116,5454,64,0.8,10,7.7,518,5,0.4,1,5/13/1985,2,,,,,,,2,,3,3,50,,56,12,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30129,WINDFALL POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,St. Lawrence - Canada,N,None,None,442210,742705,272.2,1779734,6.5,6.4,49122,5440,64,12.3,20,4.2,503,41.9,1,4.7,10/10/1985,21,,,,,,,,25,6,37,2,,120,8,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
30133,EAST POND ,Altamont ,St Regis Mtn. ,Y ,Mixed ,None ,Franklin,St. Lawrence - Canada,N,None,None,442256,742616,295.4,485426,10.7,3,49141,5452,64,27.5,30,1.8,527,27.5,3.9,2.7,6/8/1984,87,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,
30140,LYDIA POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442345,742346,532,502225,69.1,11.6,49156,5484,64,1.7,1,6.5,486,7.7,6.8,1.2,10/29/1986,11,,,,,,,,,3,48,4,,,,,,,,,,,,,,2,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,
30141,LITTLE LONG POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442317,742239,92.8,930962,5.7,12.5,49152,5492,64,4.4,0,5.7,486,16.3,0.6,2.6,10/27/1986,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30142,KITFOX POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442306,742251,31,167192,7.8,11.6,49147,5494,64,1.5,2,4.2,502,4,1.2,1,10/28/1986,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30145,NELLIE POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442302,742328,227.2,176009,43.7,5.8,49144,5488,64,2.1,2,3.4,489,5.2,8.3,1,10/8/1985,9,,,,,,,,,84,86,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30146,BESSIE POND,Santa Clara,St Regis Mtn.,Y,Public,None,Franklin,St. Lawrence - Canada,N,None,None,442251,742314,204.6,304499,30.5,15.2,49140,5490,64,2.6,2,4.5,496,6.7,4.3,1.1,10/28/1986,9,,,,,,,,,6,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30147,LITTLE FISH POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442342,742304,2337.1,425637,240.9,9.1,49155,5493,64,3.1,2,4.4,486,9.7,35.1,1.4,10/7/1985,1,,,,,,,,29,1,22,,,22,8,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30148,DOUGLAS POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442336,742243,2.8,53100,2.3,12.2,49154,5497,64,0.6,20,4.4,492,1.2,0.3,0.4,10/7/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30149,FISH POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442342,742242,2310.8,3268409,49.2,15.3,49154,5501,64,12.4,10,7,486,47,4.5,4.1,10/17/1984,3,,,,,,,,7,12,42,,,36,26,,,,,,,,,1,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30150,SKY POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442350,742245,27,36847,9.6,2.7,49159,5494,64,2.8,99,1.3,512,2.8,4.7,0.7,6/9/1984,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30151,MUD POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442333,742138,20.6,36675,5.2,1.8,49154,5511,64,4,99,0.9,487,4,3.6,0.9,6/9/1984,4,,,,,,,10,,6,16,,,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030152A,MONDAY POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442325,742032,71,41204,29.6,2.5,49152,5523,64,2.4,20,1.7,503,2.4,11,0.7,6/8/1984,3,,,,,,,,,31,1,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30153,CLAMSHELL POND ,Santa Clara ,St Regis Mtn. ,Y ,Public ,None ,Franklin,St. Lawrence - Canada,N,None,None,442300,742154,71.4,589818,5,8.5,49140,5505,64,4.8,3,4.1,510,14.4,0.8,2.1,10/8/1985,30,,,,,,,,,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
